"ID","CODIGO DE LA ENTIDAD","CODIGO UBIGEO INEI","CODIGO PAIS ","NOMBRE DE LA UO","Fecha","CO (ug/m3)","H2S (ug/m3)","NO2 (ug/m3)","O3 (ug/m3)","PM10 
(ug/m3)","PM2.5 
(ug/m3)","SO2 (ug/m3)","Ruido (dB)","UV","Humedad (%)","Latitud","Longitud","Presion 
(Pa)","Temperatura (C)"
"17","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 16:00","74.60","-","57.29","68.60","12.46","4.65","-","87.50","0.92","78.64","-12.10972","-77.05194","1005.14","23.74"
"18","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 17:00","118.38","-","82.65","48.53","21.89","6.11","-","91.78","0.75","75.43","-12.10972","-77.05194","1005.26","24.26"
"19","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 18:00","137.41","-","116.11","53.89","39.55","8.63","-","86.97","0.16","87.43","-12.10972","-77.05194","1005.69","20.92"
"20","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 19:00","145.44","-","135.38","46.57","51.49","10.21","-","93.80","0.01","89.92","-12.10972","-77.05194","1006.33","20.44"
"21","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 20:00","160.63","-","133.58","47.41","52.49","10.53","-","96.85","0.00","91.41","-12.10972","-77.05194","1006.75","20.19"
"22","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 21:00","191.97","-","123.41","44.42","36.62","8.38","-","92.08","0.00","88.72","-12.10972","-77.05194","1007.28","21.03"
"23","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 22:00","195.12","-","117.08","47.40","33.17","8.30","-","90.43","0.00","88.72","-12.10972","-77.05194","1007.46","21.10"
"24","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/1/2021 23:00","136.03","-","112.00","51.73","53.18","10.89","-","88.97","0.00","90.51","-12.10972","-77.05194","1007.61","20.83"
"25","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 0:00","89.68","-","109.11","55.95","74.80","13.33","-","83.01","0.00","92.22","-12.10972","-77.05194","1007.52","20.31"
"26","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 1:00","81.75","-","110.45","54.39","70.00","13.24","-","73.92","0.00","93.64","-12.10972","-77.05194","1006.82","19.98"
"27","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 2:00","63.84","-","106.53","57.16","92.95","16.14","-","72.32","0.00","95.12","-12.10972","-77.05194","1006.16","19.60"
"28","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 3:00","54.95","-","103.13","60.68","57.76","12.43","-","70.98","0.00","96.65","-12.10972","-77.05194","1005.87","19.02"
"29","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 4:00","54.10","-","103.61","60.36","74.65","14.42","-","70.32","0.00","98.04","-12.10972","-77.05194","1005.72","18.80"
"30","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 5:00","55.45","-","100.93","61.38","754.63","43.53","-","71.14","0.00","98.94","-12.10972","-77.05194","1005.82","18.63"
"31","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 6:00","77.70","-","101.29","59.73","456.03","36.49","-","80.03","0.00","99.30","-12.10972","-77.05194","1006.26","18.44"
"32","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 7:00","166.76","-","107.13","54.21","250.81","24.05","-","86.64","0.02","99.30","-12.10972","-77.05194","1006.85","18.57"
"33","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 8:00","235.91","-","108.48","51.98","234.17","22.43","-","92.05","0.10","99.30","-12.10972","-77.05194","1007.29","18.96"
"34","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 9:00","320.44","-","107.45","48.72","72.01","16.51","-","92.48","0.79","99.15","-12.10972","-77.05194","1007.37","19.88"
"35","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 10:00","170.34","-","51.08","73.05","33.77","11.43","-","94.68","1.73","92.41","-12.10972","-77.05194","1007.08","21.42"
"36","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 11:00","84.30","-","28.81","85.13","30.08","8.82","-","95.14","2.59","86.70","-12.10972","-77.05194","1006.97","22.41"
"37","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 12:00","79.22","-","21.64","92.64","25.34","6.42","-","95.05","2.35","82.76","-12.10972","-77.05194","1006.83","22.84"
"38","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 13:00","59.57","-","17.96","97.05","12.22","4.33","-","94.51","2.33","80.23","-12.10972","-77.05194","1006.33","23.27"
"39","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 14:00","136.04","-","32.61","78.11","7.99","2.19","-","94.06","1.50","76.65","-12.10972","-77.05194","1005.73","24.41"
"40","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 15:00","140.74","-","50.91","74.85","31.21","3.70","-","92.75","1.42","81.14","-12.10972","-77.05194","1005.24","23.20"
"41","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 16:00","141.42","-","109.63","58.50","390.30","14.14","-","90.06","0.79","91.82","-12.10972","-77.05194","1004.81","20.39"
"42","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 17:00","166.09","-","125.57","52.44","510.89","20.13","-","89.90","0.68","95.79","-12.10972","-77.05194","1004.88","19.70"
"43","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 18:00","145.26","-","117.03","54.57","18.29","5.01","-","90.78","0.27","95.65","-12.10972","-77.05194","1005.16","19.72"
"44","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 19:00","213.62","-","130.36","47.62","38.34","8.58","-","89.46","0.00","96.54","-12.10972","-77.05194","1005.69","19.48"
"45","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 20:00","324.64","-","136.99","39.79","68.19","13.26","-","91.45","0.00","96.57","-12.10972","-77.05194","1006.28","19.74"
"46","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 21:00","231.05","-","129.63","44.13","74.30","15.09","-","91.83","0.00","96.95","-12.10972","-77.05194","1006.62","19.48"
"47","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 22:00","276.50","-","127.65","46.28","66.84","14.00","-","92.17","0.00","98.41","-12.10972","-77.05194","1007.04","19.31"
"48","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/2/2021 23:00","245.27","-","119.33","49.30","63.91","12.61","-","91.22","0.00","98.71","-12.10972","-77.05194","1007.33","19.39"
"49","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 0:00","159.96","-","110.57","49.37","39.25","8.42","-","77.59","0.00","98.34","-12.10972","-77.05194","1007.00","19.56"
"50","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 1:00","143.30","-","109.35","49.51","37.95","9.73","-","71.70","0.00","97.69","-12.10972","-77.05194","1006.35","19.50"
"51","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 2:00","106.70","-","105.81","51.99","48.08","11.53","-","72.89","0.00","97.05","-12.10972","-77.05194","1005.83","19.81"
"52","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 3:00","60.70","-","101.80","55.00","56.57","11.96","-","74.45","0.00","96.58","-12.10972","-77.05194","1005.37","19.78"
"53","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 4:00","63.55","-","103.03","55.24","83.77","16.24","-","74.44","0.00","97.42","-12.10972","-77.05194","1005.16","19.39"
"54","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 5:00","58.85","-","101.37","56.55","68.03","14.23","-","71.35","0.00","98.43","-12.10972","-77.05194","1005.37","19.15"
"55","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 6:00","72.13","-","101.63","55.28","97.90","18.64","-","76.13","0.00","98.65","-12.10972","-77.05194","1005.87","19.32"
"56","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 7:00","94.02","-","101.70","54.62","80.30","16.55","-","83.50","0.07","98.60","-12.10972","-77.05194","1006.32","19.44"
"57","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 8:00","122.83","-","97.94","55.96","37.49","9.85","-","86.14","0.26","98.17","-12.10972","-77.05194","1006.64","19.69"
"58","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 9:00","77.88","-","74.48","61.32","33.10","8.06","-","86.62","1.31","92.60","-12.10972","-77.05194","1006.50","21.38"
"59","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 10:00","33.64","-","38.66","81.11","14.98","4.62","-","88.01","2.81","89.29","-12.10972","-77.05194","1006.30","21.97"
"60","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 11:00","30.21","-","23.30","87.36","5.71","2.38","-","90.73","4.76","87.28","-12.10972","-77.05194","1005.76","22.27"
"61","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 12:00","15.78","-","32.07","87.74","4.57","2.01","-","91.13","4.02","87.16","-12.10972","-77.05194","1005.28","22.18"
"62","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 13:00","23.12","-","32.20","88.70","6.34","2.80","-","92.11","2.73","86.20","-12.10972","-77.05194","1005.07","22.41"
"63","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 14:00","77.20","-","55.74","73.54","105.86","8.74","-","93.33","2.13","88.31","-12.10972","-77.05194","1004.68","21.74"
"64","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 15:00","89.47","-","70.11","75.53","155.77","10.87","-","92.73","1.52","89.99","-12.10972","-77.05194","1004.19","21.18"
"65","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 16:00","113.97","-","88.45","69.53","150.53","12.49","-","89.58","1.00","91.82","-12.10972","-77.05194","1004.01","20.53"
"66","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 17:00","140.79","-","117.29","56.87","163.24","14.53","-","87.86","0.54","94.10","-12.10972","-77.05194","1004.18","19.95"
"67","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 18:00","247.94","-","118.86","54.01","37.53","8.91","-","90.49","0.34","94.16","-12.10972","-77.05194","1004.32","20.14"
"68","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 19:00","234.40","-","123.87","47.08","45.09","10.20","-","89.78","0.05","93.25","-12.10972","-77.05194","1004.62","20.11"
"69","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 20:00","296.34","-","128.25","41.69","64.88","12.88","-","91.86","0.00","92.14","-12.10972","-77.05194","1005.18","20.39"
"70","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 21:00","239.43","-","124.59","45.32","56.48","13.61","-","94.43","0.00","92.91","-12.10972","-77.05194","1005.86","20.43"
"71","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 22:00","263.65","-","119.41","49.10","58.17","13.91","-","93.61","0.00","93.81","-12.10972","-77.05194","1006.14","20.31"
"72","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/3/2021 23:00","173.34","-","113.71","51.62","59.52","14.29","-","87.82","0.00","94.44","-12.10972","-77.05194","1006.07","20.25"
"73","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 0:00","91.77","-","107.41","56.35","71.56","16.49","-","80.56","0.00","95.65","-12.10972","-77.05194","1005.39","19.91"
"74","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 1:00","63.70","-","104.09","59.51","50.03","13.74","-","71.72","0.00","96.88","-12.10972","-77.05194","1004.77","19.52"
"75","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 2:00","49.14","-","101.63","59.27","177.11","22.21","-","69.96","0.00","98.07","-12.10972","-77.05194","1004.22","19.36"
"76","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 3:00","48.47","-","100.39","60.97","2958.18","109.00","-","69.89","0.00","98.90","-12.10972","-77.05194","1004.03","19.02"
"77","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 4:00","47.69","-","100.59","59.66","1848.58","97.46","-","70.06","0.00","99.30","-12.10972","-77.05194","1003.85","18.83"
"78","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 5:00","56.42","-","101.45","58.51","346.04","26.16","-","72.53","0.00","99.30","-12.10972","-77.05194","1004.15","18.95"
"79","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 6:00","88.81","-","103.54","56.16","82.56","16.48","-","82.37","0.00","99.30","-12.10972","-77.05194","1004.49","19.11"
"80","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 7:00","179.72","-","111.87","48.80","75.92","16.72","-","89.63","0.07","99.30","-12.10972","-77.05194","1005.18","19.29"
"81","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 8:00","195.72","-","97.84","54.98","28.92","8.42","-","93.60","1.10","99.12","-12.10972","-77.05194","1005.66","20.00"
"82","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 9:00","136.24","-","39.77","80.41","17.16","5.97","-","97.03","2.62","92.84","-12.10972","-77.05194","1006.02","21.76"
"83","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 10:00","92.12","-","46.02","78.12","21.66","6.44","-","97.05","1.75","90.99","-12.10972","-77.05194","1006.20","21.42"
"84","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 11:00","68.12","-","43.81","74.15","13.80","3.89","-","97.03","3.99","87.51","-12.10972","-77.05194","1005.89","22.26"
"85","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 12:00","101.66","-","45.44","75.00","9.81","2.79","-","97.99","4.19","84.84","-12.10972","-77.05194","1005.32","22.93"
"86","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 13:00","116.61","-","10.02","102.79","9.78","4.22","-","95.99","3.26","78.67","-12.10972","-77.05194","1004.88","24.38"
"87","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 14:00","138.80","-","31.73","92.85","26.32","12.11","-","96.62","1.94","79.84","-12.10972","-77.05194","1004.43","24.06"
"88","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 15:00","222.62","-","36.22","79.79","15.28","6.12","-","98.33","1.28","73.87","-12.10972","-77.05194","1004.06","25.75"
"89","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 16:00","231.96","-","69.47","62.66","23.34","6.39","-","98.08","1.15","78.85","-12.10972","-77.05194","1003.97","24.03"
"90","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 17:00","258.26","-","121.19","54.29","33.94","11.06","-","95.68","0.66","88.13","-12.10972","-77.05194","1003.97","21.67"
"91","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 18:00","339.37","-","132.68","50.33","33.47","10.39","-","95.11","0.25","90.65","-12.10972","-77.05194","1004.30","21.11"
"92","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 19:00","310.73","-","137.58","44.20","57.72","13.44","-","94.44","0.00","93.31","-12.10972","-77.05194","1004.75","20.26"
"93","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 20:00","239.76","-","136.74","42.19","67.73","14.76","-","90.34","0.00","95.53","-12.10972","-77.05194","1005.31","19.88"
"94","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 21:00","281.14","-","134.15","42.95","89.57","15.60","-","89.82","0.00","95.50","-12.10972","-77.05194","1005.95","20.14"
"95","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 22:00","250.26","-","127.80","46.05","90.88","15.58","-","86.14","0.00","95.37","-12.10972","-77.05194","1006.25","20.09"
"96","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/4/2021 23:00","265.31","-","123.05","48.49","94.91","16.48","-","87.75","0.00","95.91","-12.10972","-77.05194","1006.23","20.05"
"97","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 0:00","167.16","-","116.62","52.77","77.19","14.33","-","79.31","0.00","96.68","-12.10972","-77.05194","1005.57","19.99"
"98","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 1:00","81.16","-","107.98","57.32","108.60","20.25","-","78.24","0.00","96.85","-12.10972","-77.05194","1004.81","19.96"
"99","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 2:00","57.39","-","105.42","60.06","132.61","25.82","-","83.62","0.00","97.65","-12.10972","-77.05194","1004.35","19.72"
"100","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 3:00","51.89","-","103.22","59.95","104.78","21.20","-","72.60","0.00","98.46","-12.10972","-77.05194","1004.15","19.43"
"101","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 4:00","48.29","-","101.73","60.57","113.31","20.51","-","72.40","0.00","99.08","-12.10972","-77.05194","1003.96","19.25"
"102","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 5:00","53.70","-","101.85","60.32","547.27","42.99","-","73.35","0.00","99.30","-12.10972","-77.05194","1004.25","19.13"
"103","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 6:00","156.71","-","108.89","54.55","550.38","30.26","-","81.76","0.00","99.30","-12.10972","-77.05194","1005.10","19.27"
"104","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 7:00","288.10","-","113.06","45.25","114.23","22.77","-","90.14","0.00","98.89","-12.10972","-77.05194","1005.80","19.74"
"105","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 8:00","202.60","-","103.20","52.69","52.84","13.00","-","93.80","0.39","97.48","-12.10972","-77.05194","1006.33","19.67"
"106","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 9:00","253.75","-","83.69","60.85","45.15","12.05","-","97.22","1.36","95.42","-12.10972","-77.05194","1006.44","20.58"
"107","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 10:00","139.62","-","37.93","84.26","22.68","6.75","-","98.47","4.19","87.66","-12.10972","-77.05194","1006.36","22.49"
"108","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 11:00","101.51","-","12.54","103.88","9.93","2.83","-","97.34","2.82","83.85","-12.10972","-77.05194","1005.77","22.96"
"109","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 12:00","134.32","-","32.64","79.47","11.17","3.31","-","97.90","3.07","82.26","-12.10972","-77.05194","1005.18","23.30"
"110","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 13:00","112.65","-","22.36","99.57","10.87","4.26","-","96.82","2.97","80.39","-12.10972","-77.05194","1004.48","23.53"
"111","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 14:00","111.32","-","63.20","75.31","13.11","5.77","-","98.59","2.20","86.31","-12.10972","-77.05194","1004.06","22.09"
"112","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 15:00","116.54","-","88.49","63.86","12.01","4.75","-","96.68","1.43","89.49","-12.10972","-77.05194","1003.86","21.44"
"113","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 16:00","122.71","-","92.01","61.38","19.45","6.86","-","96.52","1.19","88.65","-12.10972","-77.05194","1003.71","21.72"
"114","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 17:00","175.97","-","111.38","58.04","34.29","9.58","-","94.88","0.45","91.48","-12.10972","-77.05194","1003.73","20.90"
"115","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 18:00","249.10","-","129.53","49.03","55.40","12.32","-","94.03","0.19","94.50","-12.10972","-77.05194","1004.22","20.32"
"116","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 19:00","289.12","-","130.09","45.98","72.80","17.50","-","93.00","0.01","95.06","-12.10972","-77.05194","1004.78","20.11"
"117","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 20:00","259.01","-","131.52","45.42","71.09","17.16","-","90.90","0.00","96.93","-12.10972","-77.05194","1005.32","19.56"
"118","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 21:00","335.59","-","133.31","40.28","79.97","17.44","-","89.54","0.00","97.70","-12.10972","-77.05194","1006.09","19.66"
"119","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 22:00","299.45","-","129.33","42.35","85.81","20.59","-","86.89","0.00","97.34","-12.10972","-77.05194","1006.39","19.65"
"120","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/5/2021 23:00","261.50","-","128.66","41.73","93.03","21.61","-","84.49","0.00","97.29","-12.10972","-77.05194","1006.35","19.99"
"121","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 0:00","173.91","-","122.48","43.44","125.65","25.86","-","78.26","0.00","96.44","-12.10972","-77.05194","1005.86","20.28"
"122","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 1:00","75.45","-","108.67","55.15","113.72","23.42","-","81.54","0.00","96.25","-12.10972","-77.05194","1005.23","20.31"
"123","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 2:00","64.25","-","104.97","58.69","108.77","22.13","-","78.28","0.00","97.17","-12.10972","-77.05194","1004.71","20.02"
"124","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 3:00","50.16","-","99.65","59.07","115.87","24.78","-","71.71","0.00","97.89","-12.10972","-77.05194","1004.57","19.84"
"125","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 4:00","46.10","-","98.82","59.83","114.62","23.34","-","71.33","0.00","98.55","-12.10972","-77.05194","1004.69","19.57"
"126","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 5:00","52.53","-","99.31","58.40","146.43","29.70","-","73.96","0.00","99.03","-12.10972","-77.05194","1004.99","19.59"
"127","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 6:00","74.18","-","100.32","57.88","128.10","23.98","-","82.06","0.00","99.21","-12.10972","-77.05194","1005.58","19.44"
"128","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 7:00","177.91","-","107.70","53.06","277.77","29.92","-","90.42","0.00","99.30","-12.10972","-77.05194","1006.31","19.25"
"129","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 8:00","260.40","-","108.97","47.07","98.87","22.46","-","94.12","0.11","99.30","-12.10972","-77.05194","1006.76","19.72"
"130","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 9:00","285.93","-","93.40","51.66","67.55","17.50","-","96.50","0.44","97.88","-12.10972","-77.05194","1007.05","20.66"
"131","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 10:00","218.10","-","63.68","63.42","47.19","12.75","-","96.30","1.63","90.92","-12.10972","-77.05194","1007.06","22.07"
"132","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 11:00","100.37","-","19.27","86.82","21.29","6.47","-","97.73","2.67","86.96","-12.10972","-77.05194","1006.72","22.72"
"133","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 12:00","73.57","-","16.82","90.73","7.94","3.21","-","98.66","3.70","83.95","-12.10972","-77.05194","1006.01","23.57"
"134","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 13:00","108.02","-","20.49","100.74","8.81","3.29","-","98.20","2.98","80.17","-12.10972","-77.05194","1005.37","24.32"
"135","10069","150122","PE","Subgerencia de Desarrollo Ambiental","1/6/2021 14:00","111.81","-","42.41","84.52","14.47","4.61","-","96.88","1.71","83.74","-12.10972","-77.05194","1004.88","23.07"
