"ID","CODIGO DE LA ENTIDAD","CODIGO UBIGEO INEI","CODIGO PAIS ","NOMBRE DE LA UO","Fecha","CO (ug/m3)","H2S (ug/m3)","NO2 (ug/m3)","O3 (ug/m3)","PM10 
(ug/m3)","PM2.5 
(ug/m3)","SO2 (ug/m3)","Ruido (dB)","UV","Humedad (%)","Latitud","Longitud","Presion 
(Pa)","Temperatura (C)"
"11","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 10:00","2461.15","1.06","18.66","28.11","6.92","2.85","38.59","84.81","0.74","94.66","-12.04028","-77.04361","1001.12","20.34"
"12","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 11:00","2520.62","1.35","22.92","46.49","6.18","2.66","38.37","87.77","0.91","92.92","-12.04028","-77.04361","1000.70","20.61"
"13","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 12:00","2659.36","1.70","15.31","50.99","4.17","2.13","40.44","90.76","2.00","89.75","-12.04028","-77.04361","1000.11","21.15"
"14","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 13:00","2581.14","2.10","20.11","20.87","4.33","2.07","42.15","88.56","1.29","91.98","-12.04028","-77.04361","999.36","20.52"
"15","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 14:00","2694.13","2.42","14.15","19.67","3.14","1.58","45.21","91.28","2.81","90.66","-12.04028","-77.04361","998.51","20.80"
"16","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 15:00","2849.27","2.95","12.36","13.15","3.66","1.91","46.39","89.74","2.55","86.80","-12.04028","-77.04361","998.00","21.67"
"17","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 16:00","3007.67","3.57","13.38","11.85","5.27","2.49","47.64","88.24","1.36","82.04","-12.04028","-77.04361","997.33","22.65"
"18","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 17:00","2866.23","4.09","23.62","2.52","7.18","3.08","45.57","88.93","0.48","82.72","-12.04028","-77.04361","997.19","22.37"
"19","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 18:00","2515.43","3.03","33.82","3.45","7.03","2.90","40.60","88.80","0.16","84.12","-12.04028","-77.04361","997.44","21.61"
"20","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 19:00","2155.91","6.14","46.66","2.10","5.57","2.60","37.59","90.57","0.00","91.40","-12.04028","-77.04361","997.88","19.95"
"21","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 20:00","2165.22","11.55","43.08","4.54","5.96","2.67","36.60","84.17","0.00","93.57","-12.04028","-77.04361","998.43","19.67"
"22","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 21:00","2308.21","7.02","39.39","4.23","7.70","3.47","36.95","79.71","0.00","93.43","-12.04028","-77.04361","998.92","19.82"
"23","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 22:00","2254.07","10.62","36.70","3.17","9.70","3.90","36.65","78.31","0.00","94.42","-12.04028","-77.04361","999.20","19.68"
"24","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/1/2021 23:00","2140.35","15.34","34.17","3.15","12.32","4.34","36.01","75.41","0.00","95.61","-12.04028","-77.04361","999.35","19.48"
"25","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 0:00","2130.91","13.32","32.88","1.95","8.03","3.22","35.70","67.69","0.00","95.82","-12.04028","-77.04361","998.99","19.54"
"26","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 1:00","2082.01","19.46","32.45","2.49","20.80","6.91","35.97","57.61","0.00","95.88","-12.04028","-77.04361","998.72","19.32"
"27","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 2:00","2015.28","30.51","31.97","3.71","22.72","8.01","35.72","71.92","0.00","96.10","-12.04028","-77.04361","998.45","18.94"
"28","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 3:00","2031.05","29.34","31.10","1.62","32.09","11.41","36.15","58.37","0.00","96.10","-12.04028","-77.04361","997.76","18.97"
"29","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 4:00","2037.94","33.96","30.85","1.51","35.65","11.62","35.93","58.76","0.00","96.10","-12.04028","-77.04361","997.27","18.81"
"30","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 5:00","2016.12","46.27","31.88","3.45","44.23","12.95","35.95","62.27","0.00","96.10","-12.04028","-77.04361","997.10","18.39"
"31","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 6:00","2102.23","53.84","31.53","3.44","37.74","8.02","36.55","68.61","0.00","96.10","-12.04028","-77.04361","997.47","18.14"
"32","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 7:00","2426.53","40.49","32.09","2.69","11.77","5.81","37.67","78.86","0.04","96.10","-12.04028","-77.04361","998.40","18.65"
"33","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 8:00","2550.05","5.04","26.39","5.91","24.98","11.28","38.70","80.34","0.16","96.10","-12.04028","-77.04361","999.35","20.42"
"34","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 9:00","2610.63","1.52","21.45","4.75","24.99","9.99","38.96","77.96","0.26","91.73","-12.04028","-77.04361","1000.01","21.68"
"35","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 10:00","2404.83","0.95","21.13","8.93","10.81","4.78","38.47","83.97","0.34","92.10","-12.04028","-77.04361","1000.52","20.93"
"36","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 11:00","2532.52","1.06","20.17","11.40","8.23","4.11","40.45","85.03","0.74","89.95","-12.04028","-77.04361","1000.47","21.41"
"37","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 12:00","2838.52","2.03","16.20","16.62","6.14","2.94","43.06","84.90","2.58","84.64","-12.04028","-77.04361","999.90","22.52"
"38","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 13:00","2782.01","2.30","19.82","27.80","4.31","2.23","44.23","92.08","0.77","85.81","-12.04028","-77.04361","999.37","21.99"
"39","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 14:00","2945.91","2.98","10.63","46.18","3.57","2.00","45.71","90.88","3.19","84.39","-12.04028","-77.04361","998.79","22.53"
"40","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 15:00","3234.63","3.79","5.55","24.57","4.77","2.17","50.13","85.68","2.67","77.57","-12.04028","-77.04361","997.93","23.64"
"41","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 16:00","3000.33","3.71","15.67","12.03","3.85","1.94","47.48","89.83","1.36","78.10","-12.04028","-77.04361","997.73","23.18"
"42","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 17:00","2925.93","4.33","22.94","16.32","6.06","2.77","45.44","83.49","0.51","78.00","-12.04028","-77.04361","998.00","23.28"
"43","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 18:00","2658.25","4.74","39.23","","8.96","3.76","42.86","82.55","0.16","86.41","-12.04028","-77.04361","998.02","21.63"
"44","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 19:00","2232.61","3.60","48.13","0.30","11.97","4.64","38.85","79.70","0.00","93.65","-12.04028","-77.04361","998.48","20.25"
"45","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 20:00","2578.28","3.95","40.98","5.14","7.06","3.10","39.87","80.31","0.00","91.65","-12.04028","-77.04361","999.42","20.72"
"46","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 21:00","2298.48","2.43","37.94","4.16","12.82","5.10","37.92","77.63","0.00","92.84","-12.04028","-77.04361","1000.24","20.12"
"47","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 22:00","2292.57","1.43","32.80","1.69","5.46","2.86","37.20","74.12","0.00","90.34","-12.04028","-77.04361","1000.68","20.26"
"48","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/2/2021 23:00","2083.88","0.59","32.81","1.39","12.37","4.69","36.60","69.09","0.00","90.57","-12.04028","-77.04361","1000.85","20.28"
"49","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 0:00","1968.37","6.94","33.19","3.35","17.60","6.00","35.97","62.03","0.00","94.37","-12.04028","-77.04361","1000.67","19.75"
"50","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 1:00","1927.10","5.55","30.65","2.96","17.78","6.46","35.72","60.33","0.00","94.97","-12.04028","-77.04361","1000.04","19.81"
"51","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 2:00","1945.89","16.39","31.26","2.88","13.28","5.09","35.54","56.94","0.00","96.06","-12.04028","-77.04361","999.44","19.40"
"52","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 3:00","1977.30","3.29","28.42","2.50","15.27","5.67","36.26","53.96","0.00","94.41","-12.04028","-77.04361","999.08","20.13"
"53","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 4:00","1904.82","7.55","29.84","4.34","30.60","9.27","35.57","58.01","0.00","95.68","-12.04028","-77.04361","999.01","19.70"
"54","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 5:00","1973.41","10.00","31.88","5.74","23.00","7.45","35.24","71.75","0.00","96.10","-12.04028","-77.04361","999.26","19.63"
"55","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 6:00","2000.85","8.61","31.68","4.53","20.38","6.70","35.81","77.48","0.00","96.10","-12.04028","-77.04361","999.83","19.68"
"56","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 7:00","2272.02","21.47","33.82","9.23","9.00","3.23","36.64","79.89","0.05","96.10","-12.04028","-77.04361","1000.57","19.29"
"57","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 8:00","2780.54","2.80","27.03","11.29","10.27","4.00","38.89","83.17","0.31","92.64","-12.04028","-77.04361","1000.77","21.48"
"58","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 9:00","2434.84","1.01","21.76","8.13","8.81","3.34","38.38","84.72","0.53","90.02","-12.04028","-77.04361","1001.47","21.40"
"59","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 10:00","2675.91","1.42","19.99","10.25","7.30","2.75","39.97","85.61","0.52","86.74","-12.04028","-77.04361","1001.73","21.94"
"60","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 11:00","2727.11","1.61","19.86","8.77","5.29","2.09","42.09","86.23","0.68","84.86","-12.04028","-77.04361","1001.59","22.26"
"61","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 12:00","3221.29","3.57","14.91","7.53","5.63","2.17","46.86","88.91","2.75","77.61","-12.04028","-77.04361","1001.08","23.95"
"62","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 13:00","3347.22","5.03","14.63","6.33","4.21","1.73","49.69","91.12","0.97","78.32","-12.04028","-77.04361","1000.42","23.75"
"63","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 14:00","3180.08","4.93","12.71","13.68","3.25","1.49","49.77","91.01","3.14","79.59","-12.04028","-77.04361","999.90","23.50"
"64","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 15:00","3376.08","5.66","10.54","12.42","3.94","1.78","50.94","88.65","2.49","77.46","-12.04028","-77.04361","999.19","24.10"
"65","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 16:00","3330.86","6.05","18.19","9.64","3.93","1.86","50.24","89.18","1.23","76.69","-12.04028","-77.04361","998.65","24.22"
"66","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 17:00","3276.94","5.88","18.49","8.26","3.43","1.71","49.22","83.46","0.62","76.70","-12.04028","-77.04361","998.73","24.06"
"67","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 18:00","2698.28","5.66","42.63","","4.75","2.10","43.13","84.64","0.16","85.80","-12.04028","-77.04361","999.47","22.01"
"68","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 19:00","2790.14","5.83","47.26","","6.44","2.77","41.60","82.94","0.00","90.06","-12.04028","-77.04361","1000.24","21.36"
"69","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 20:00","3262.39","6.68","38.73","6.92","11.90","4.37","42.72","82.69","0.00","83.50","-12.04028","-77.04361","1000.89","22.59"
"70","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 21:00","3233.37","6.00","35.73","","17.11","6.11","42.42","78.03","0.00","83.00","-12.04028","-77.04361","1001.23","22.50"
"71","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 22:00","3319.03","6.25","33.34","","21.44","7.75","43.10","77.13","0.00","83.71","-12.04028","-77.04361","1001.30","22.89"
"72","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/3/2021 23:00","2463.35","2.71","35.95","","25.64","8.32","39.36","71.98","0.00","90.54","-12.04028","-77.04361","1001.31","21.81"
"73","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 0:00","1939.76","0.62","35.95","2.10","8.17","3.02","37.46","70.53","0.00","95.79","-12.04028","-77.04361","1001.47","20.54"
"74","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 1:00","1990.15","0.41","32.67","4.51","8.38","3.29","37.37","62.83","0.00","96.10","-12.04028","-77.04361","1001.12","20.53"
"75","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 2:00","1905.99","0.32","32.49","3.38","8.42","3.26","36.51","61.71","0.00","96.10","-12.04028","-77.04361","1000.54","20.23"
"76","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 3:00","1852.98","2.39","31.18","2.05","8.87","3.27","36.62","58.46","0.00","96.10","-12.04028","-77.04361","1000.27","19.92"
"77","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 4:00","2014.90","4.71","28.56","","10.20","3.81","37.30","55.48","0.00","96.10","-12.04028","-77.04361","999.93","20.17"
"78","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 5:00","1883.88","","29.29","","12.79","4.42","36.44","62.80","0.00","96.10","-12.04028","-77.04361","999.96","20.15"
"79","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 6:00","1991.47","0.96","28.46","","7.59","3.33","37.32","68.32","0.00","96.10","-12.04028","-77.04361","1000.06","20.22"
"80","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 7:00","2380.52","1.00","27.78","","11.87","4.59","38.64","73.23","0.04","96.10","-12.04028","-77.04361","1000.41","20.91"
"81","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 8:00","2384.93","0.75","24.60","","18.14","6.84","38.19","77.73","0.17","94.02","-12.04028","-77.04361","1000.91","21.99"
"82","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 9:00","2716.02","1.13","18.31","1.76","10.75","4.56","39.26","79.63","0.25","83.74","-12.04028","-77.04361","1001.08","23.69"
"83","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 10:00","2928.00","1.20","15.25","24.52","8.52","3.67","38.52","81.39","0.32","78.93","-12.04028","-77.04361","1000.84","24.13"
"84","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 11:00","2699.65","1.78","20.98","16.45","5.07","2.27","40.88","88.04","0.66","85.69","-12.04028","-77.04361","1000.92","23.04"
"85","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 12:00","2735.85","1.84","19.24","8.04","2.57","1.36","43.32","87.28","2.33","82.79","-12.04028","-77.04361","1000.72","23.36"
"86","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 13:00","3047.47","2.39","10.94","5.51","2.00","1.10","48.95","89.34","0.85","74.09","-12.04028","-77.04361","999.97","24.31"
"87","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 14:00","3142.89","3.93","9.12","14.91","1.93","1.10","49.76","90.65","3.19","76.16","-12.04028","-77.04361","999.37","24.23"
"88","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 15:00","3289.19","4.77","9.62","11.41","2.13","1.22","49.64","88.89","2.43","74.00","-12.04028","-77.04361","998.62","24.69"
"89","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 16:00","3187.37","5.20","17.81","13.11","2.16","1.21","48.60","89.71","1.27","78.34","-12.04028","-77.04361","998.51","24.29"
"90","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 17:00","2981.96","5.35","26.18","3.34","2.33","1.38","46.33","83.26","0.44","80.13","-12.04028","-77.04361","998.57","23.60"
"91","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 18:00","2861.48","5.89","41.46","","5.06","2.15","42.58","80.80","0.16","84.31","-12.04028","-77.04361","998.94","22.89"
"92","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 19:00","3044.95","6.51","44.02","14.53","5.97","2.45","42.19","80.35","0.00","86.55","-12.04028","-77.04361","999.21","22.36"
"93","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 20:00","3181.89","5.82","36.27","","7.52","2.66","41.69","79.95","0.00","79.22","-12.04028","-77.04361","999.62","23.37"
"94","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 21:00","3046.05","5.01","36.79","","10.67","3.59","41.26","81.15","0.00","82.12","-12.04028","-77.04361","1000.02","22.95"
"95","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 22:00","2483.46","2.57","35.55","","9.01","3.31","39.17","76.50","0.00","84.79","-12.04028","-77.04361","1000.63","22.20"
"96","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/4/2021 23:00","2088.20","1.22","37.83","2.38","4.95","2.29","37.70","69.87","0.00","94.93","-12.04028","-77.04361","1001.25","20.99"
"97","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 0:00","1974.46","0.39","34.12","0.60","5.23","2.43","37.06","64.41","0.00","96.01","-12.04028","-77.04361","1001.57","20.69"
"98","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 1:00","1979.37","0.16","30.86","","4.57","2.25","37.23","68.65","0.00","95.65","-12.04028","-77.04361","1001.06","20.76"
"99","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 2:00","1887.27","","31.11","","5.46","2.70","36.03","60.09","0.00","95.91","-12.04028","-77.04361","1000.44","20.43"
"100","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 3:00","1862.95","","30.57","","6.82","3.02","35.91","76.37","0.00","96.10","-12.04028","-77.04361","1000.23","20.29"
"101","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 4:00","2054.47","3.37","29.02","","5.44","2.62","37.19","51.18","0.00","96.00","-12.04028","-77.04361","999.90","20.54"
"102","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 5:00","1981.01","0.40","28.77","","7.89","3.48","36.32","57.01","0.00","94.75","-12.04028","-77.04361","999.72","20.74"
"103","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 6:00","1995.20","7.53","32.49","4.77","7.63","3.09","35.92","80.47","0.00","96.09","-12.04028","-77.04361","1000.04","19.86"
"104","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 7:00","2180.66","8.49","34.16","14.35","6.41","2.49","36.35","88.07","0.04","96.10","-12.04028","-77.04361","1000.92","19.72"
"105","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 8:00","2453.42","3.53","30.38","16.95","4.90","2.23","37.36","88.19","0.26","96.10","-12.04028","-77.04361","1001.86","20.04"
"106","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 9:00","2993.95","3.03","24.56","15.97","5.00","2.17","39.99","88.92","0.53","94.42","-12.04028","-77.04361","1002.27","21.20"
"107","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 10:00","3343.71","4.20","21.41","14.92","7.91","2.79","41.74","90.18","0.66","87.41","-12.04028","-77.04361","1002.11","22.47"
"108","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 11:00","3411.65","3.96","17.30","16.66","6.85","2.44","43.96","91.95","0.78","82.51","-12.04028","-77.04361","1001.60","23.18"
"109","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 12:00","3188.93","3.22","17.57","8.06","3.20","1.28","45.62","95.55","2.55","78.92","-12.04028","-77.04361","1001.19","23.21"
"110","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 13:00","3066.63","4.29","24.54","13.16","2.24","1.19","47.01","95.24","1.10","87.11","-12.04028","-77.04361","1000.73","22.18"
"111","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 14:00","3371.43","5.30","13.55","20.55","3.07","1.50","50.37","92.79","3.33","84.62","-12.04028","-77.04361","999.88","22.98"
"112","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 15:00","3674.04","6.39","9.29","13.18","5.29","1.86","52.76","92.19","2.32","78.06","-12.04028","-77.04361","999.02","24.12"
"113","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 16:00","3160.37","5.70","28.21","11.61","3.80","1.61","47.07","96.05","1.07","83.04","-12.04028","-77.04361","998.81","22.80"
"114","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 17:00","3387.37","7.28","37.97","7.85","6.82","2.50","45.09","90.54","0.47","85.01","-12.04028","-77.04361","998.72","22.59"
"115","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 18:00","3749.06","8.18","35.18","7.34","8.71","2.88","44.90","89.96","0.18","80.45","-12.04028","-77.04361","998.79","23.34"
"116","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 19:00","3068.38","5.32","41.32","4.05","5.54","2.12","41.11","91.22","0.00","83.99","-12.04028","-77.04361","999.48","22.18"
"117","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 20:00","3052.00","5.49","45.04","7.94","5.29","2.18","40.09","88.62","0.00","91.38","-12.04028","-77.04361","1000.59","21.20"
"118","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 21:00","2776.67","3.69","40.48","7.30","4.00","1.83","38.95","89.36","0.00","93.35","-12.04028","-77.04361","1001.38","20.95"
"119","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 22:00","2423.32","1.57","37.13","4.49","4.21","1.91","37.30","82.80","0.00","94.74","-12.04028","-77.04361","1001.52","20.62"
"120","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/5/2021 23:00","2217.34","0.44","35.02","3.90","4.59","2.10","36.41","73.28","0.00","95.32","-12.04028","-77.04361","1001.30","20.53"
"121","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 0:00","2107.99","0.45","32.37","3.78","4.98","2.08","36.21","73.12","0.00","95.75","-12.04028","-77.04361","1000.97","20.47"
"122","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 1:00","1970.90","2.28","31.21","7.04","5.15","2.30","35.98","71.24","0.00","96.10","-12.04028","-77.04361","1000.83","20.12"
"123","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 2:00","1938.59","2.81","29.98","10.56","4.54","2.22","35.52","71.38","0.00","96.10","-12.04028","-77.04361","1000.48","19.86"
"124","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 3:00","1979.62","3.63","28.73","6.13","5.89","2.53","35.62","74.47","0.00","96.10","-12.04028","-77.04361","999.90","19.85"
"125","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 4:00","1949.83","20.32","30.28","5.13","7.33","2.83","35.40","73.82","0.00","96.10","-12.04028","-77.04361","999.90","19.25"
"126","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 5:00","1989.54","27.31","30.07","8.21","5.93","2.55","35.42","62.79","0.00","96.10","-12.04028","-77.04361","1000.02","19.02"
"127","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 6:00","2123.92","22.46","30.89","5.87","8.06","3.16","35.77","78.78","0.00","96.10","-12.04028","-77.04361","1000.40","19.20"
"128","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 7:00","2363.50","27.02","33.14","19.14","4.65","2.38","36.16","87.19","0.05","96.10","-12.04028","-77.04361","1001.07","19.09"
"129","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 8:00","2601.57","9.89","28.94","20.91","6.86","3.05","37.45","87.97","0.19","96.09","-12.04028","-77.04361","1001.47","20.24"
"130","10069","150122","PE","Subgerencia de Desarrollo Ambiental","4/6/2021 9:00","2773.20","1.91","23.99","16.46","7.34","2.97","38.70","91.38","0.35","93.85","-12.04028","-77.04361","1001.67","21.06"
